sessionnum,roundnum,playerid,previouslytie,nowtie,playeraction,alteraction,otherD,act,break_,make,state,CC,DD
19,2,1917,1,1,C,C,0,0,0,,CC,1,0
19,2,1908,0,1,D,C,0,1,,1,DC,0,0
19,2,1900,0,1,C,C,0,1,,1,CC,1,0
19,2,1916,0,0,C,D,1,0,,0,CD,0,0
19,2,1905,0,0,D,C,0,0,,0,DC,0,0
19,2,1909,0,1,C,D,1,1,,1,CD,0,0
19,2,1937,0,0,C,C,0,0,,0,CC,1,0
19,2,1930,0,1,D,C,0,1,,1,DC,0,0
19,2,1925,1,1,D,C,0,0,0,,DC,0,0
19,2,1914,0,1,C,C,0,1,,1,CC,1,0
19,2,1912,0,0,C,D,1,0,,0,CD,0,0
19,2,1917,0,1,C,C,0,1,,1,CC,1,0
19,2,1901,0,1,C,C,0,1,,1,CC,1,0
19,2,1916,0,0,C,D,1,0,,0,CD,0,0
19,2,1922,0,0,D,D,1,0,,0,DD,0,1
19,2,1900,0,0,C,D,1,0,,0,CD,0,0
19,2,1905,0,0,D,C,0,0,,0,DC,0,0
19,2,1908,0,1,D,D,1,1,,1,DD,0,1
19,2,1919,0,0,C,D,1,0,,0,CD,0,0
19,2,1910,0,0,C,C,0,0,,0,CC,1,0
19,2,1930,0,1,D,C,0,1,,1,DC,0,0
19,2,1925,1,1,D,C,0,0,0,,DC,0,0
19,2,1934,0,1,C,D,1,1,,1,CD,0,0
19,2,1918,1,1,C,D,1,0,0,,CD,0,0
19,2,1937,0,1,C,D,1,1,,1,CD,0,0
19,2,1917,0,1,C,C,0,1,,1,CC,1,0
19,2,1912,0,1,C,C,0,1,,1,CC,1,0
19,2,1905,0,0,D,C,0,0,,0,DC,0,0
19,2,1901,0,1,C,C,0,1,,1,CC,1,0
19,2,1900,0,0,C,D,1,0,,0,CD,0,0
19,2,1925,0,0,D,C,0,0,,0,DC,0,0
19,2,1934,0,1,C,C,0,1,,1,CC,1,0
19,2,1919,0,0,C,C,0,0,,0,CC,1,0
19,2,1908,0,1,D,C,0,1,,1,DC,0,0
19,2,1917,0,1,C,C,0,1,,1,CC,1,0
19,2,1900,0,1,C,D,1,1,,1,CD,0,0
19,2,1922,0,0,D,D,1,0,,0,DD,0,1
19,2,1928,1,0,C,D,1,1,1,,CD,0,0
19,2,1925,0,0,D,D,1,0,,0,DD,0,1
19,2,1912,0,1,C,C,0,1,,1,CC,1,0
19,2,1918,0,1,C,C,0,1,,1,CC,1,0
19,2,1919,0,1,C,C,0,1,,1,CC,1,0
19,2,1910,0,0,C,C,0,0,,0,CC,1,0
19,2,1925,0,0,D,D,1,0,,0,DD,0,1
19,2,1902,0,0,C,C,0,0,,0,CC,1,0
19,2,1918,0,1,C,C,0,1,,1,CC,1,0
19,2,1912,0,0,C,D,1,0,,0,CD,0,0
19,2,1910,0,0,C,C,0,0,,0,CC,1,0
19,2,1919,0,1,C,C,0,1,,1,CC,1,0
19,2,1912,0,1,C,C,0,1,,1,CC,1,0
19,2,1925,0,0,D,D,1,0,,0,DD,0,1
19,2,1919,0,1,C,C,0,1,,1,CC,1,0
19,2,1934,0,1,C,D,1,1,,1,CD,0,0
19,2,1925,0,0,D,C,0,0,,0,DC,0,0
19,2,1910,0,0,C,C,0,0,,0,CC,1,0
19,2,1910,0,0,C,D,1,0,,0,CD,0,0
19,2,1910,0,0,C,C,0,0,,0,CC,1,0
19,2,1934,0,1,C,D,1,1,,1,CD,0,0
19,2,1928,0,1,C,D,1,1,,1,CD,0,0
19,2,1928,0,1,C,C,0,1,,1,CC,1,0
19,2,1928,0,1,C,C,0,1,,1,CC,1,0
19,2,1928,0,1,C,C,0,1,,1,CC,1,0
19,3,1923,1,0,C,D,1,1,1,,CD,0,0
19,3,1903,1,1,C,C,0,0,0,,CC,1,0
19,3,1901,1,1,C,C,0,0,0,,CC,1,0
19,3,1935,1,1,D,C,0,0,0,,DC,0,0
19,3,1910,1,1,C,C,0,0,0,,CC,1,0
19,3,1900,1,1,C,C,0,0,0,,CC,1,0
19,3,1928,1,1,D,C,0,0,0,,DC,0,0
19,3,1927,1,0,D,D,1,1,1,,DD,0,1
19,3,1914,1,1,C,C,0,0,0,,CC,1,0
19,3,1922,0,1,C,C,0,1,,1,CC,1,0
19,3,1912,1,1,C,C,0,0,0,,CC,1,0
19,3,1924,1,0,C,D,1,1,1,,CD,0,0
19,3,1937,0,0,D,D,1,0,,0,DD,0,1
19,3,1903,1,1,C,C,0,0,0,,CC,1,0
19,3,1902,1,1,D,C,0,0,0,,DC,0,0
19,3,1915,1,1,D,C,0,0,0,,DC,0,0
19,3,1923,1,1,C,C,0,0,0,,CC,1,0
19,3,1916,1,0,C,D,1,1,1,,CD,0,0
19,3,1910,1,1,C,C,0,0,0,,CC,1,0
19,3,1900,1,0,C,D,1,1,1,,CD,0,0
19,3,1901,1,1,C,C,0,0,0,,CC,1,0
19,3,1914,1,1,C,C,0,0,0,,CC,1,0
19,3,1935,1,1,D,C,0,0,0,,DC,0,0
19,3,1912,1,1,C,C,0,0,0,,CC,1,0
19,3,1924,0,0,C,C,0,0,,0,CC,1,0
19,3,1903,1,1,C,C,0,0,0,,CC,1,0
19,3,1927,0,1,D,C,0,1,,1,DC,0,0
19,3,1937,0,0,D,D,1,0,,0,DD,0,1
19,3,1907,0,1,D,D,1,1,,1,DD,0,1
19,3,1915,1,1,D,D,1,0,0,,DD,0,1
19,3,1904,0,1,D,C,0,1,,1,DC,0,0
19,3,1900,1,1,C,C,0,0,0,,CC,1,0
19,3,1916,1,1,C,C,0,0,0,,CC,1,0
19,3,1923,1,1,C,C,0,0,0,,CC,1,0
19,3,1935,1,1,D,C,0,0,0,,DC,0,0
19,3,1914,1,0,C,D,1,1,1,,CD,0,0
19,3,1903,1,1,C,C,0,0,0,,CC,1,0
19,3,1924,0,1,C,C,0,1,,1,CC,1,0
19,3,1917,1,1,C,C,0,0,0,,CC,1,0
19,3,1912,1,1,C,C,0,0,0,,CC,1,0
19,3,1907,0,1,D,C,0,1,,1,DC,0,0
19,3,1922,0,0,C,D,1,0,,0,CD,0,0
19,3,1901,0,1,C,C,0,1,,1,CC,1,0
19,3,1927,0,1,D,C,0,1,,1,DC,0,0
19,3,1900,0,1,C,C,0,1,,1,CC,1,0
19,3,1916,1,1,C,C,0,0,0,,CC,1,0
19,3,1937,0,0,D,C,0,0,,0,DC,0,0
19,3,1915,0,1,D,C,0,1,,1,DC,0,0
19,3,1935,1,1,D,C,0,0,0,,DC,0,0
19,3,1919,1,1,C,C,0,0,0,,CC,1,0
19,3,1914,1,1,C,C,0,0,0,,CC,1,0
19,3,1903,1,1,C,C,0,0,0,,CC,1,0
19,3,1923,0,0,C,D,1,0,,0,CD,0,0
19,3,1904,0,1,D,C,0,1,,1,DC,0,0
19,3,1910,0,1,C,C,0,1,,1,CC,1,0
19,3,1907,0,1,D,C,0,1,,1,DC,0,0
19,3,1924,0,1,C,C,0,1,,1,CC,1,0
19,3,1917,1,1,C,C,0,0,0,,CC,1,0
19,3,1918,1,1,C,C,0,0,0,,CC,1,0
19,3,1935,1,0,D,D,1,1,1,,DD,0,1
19,3,1916,1,1,C,C,0,0,0,,CC,1,0
19,3,1927,0,0,D,D,1,0,,0,DD,0,1
19,3,1915,0,1,D,C,0,1,,1,DC,0,0
19,3,1902,1,0,D,C,0,1,1,,DC,0,0
19,3,1914,1,1,C,C,0,0,0,,CC,1,0
19,3,1912,0,0,C,D,1,0,,0,CD,0,0
19,3,1907,0,1,D,D,1,1,,1,DD,0,1
19,3,1904,0,0,D,D,1,0,,0,DD,0,1
19,3,1900,0,0,C,D,1,0,,0,CD,0,0
19,3,1903,0,1,C,C,0,1,,1,CC,1,0
19,3,1923,0,1,C,C,0,1,,1,CC,1,0
19,3,1919,0,1,C,C,0,1,,1,CC,1,0
19,3,1910,0,1,C,C,0,1,,1,CC,1,0
19,3,1917,1,1,C,C,0,0,0,,CC,1,0
19,3,1935,1,1,D,C,0,0,0,,DC,0,0
19,3,1916,1,0,C,D,1,1,1,,CD,0,0
19,3,1907,0,1,D,D,1,1,,1,DD,0,1
19,3,1900,0,1,C,C,0,1,,1,CC,1,0
19,3,1912,0,0,C,D,1,0,,0,CD,0,0
19,3,1904,0,1,D,C,0,1,,1,DC,0,0
19,3,1918,1,1,C,C,0,0,0,,CC,1,0
19,3,1903,0,1,C,C,0,1,,1,CC,1,0
19,3,1915,0,1,D,C,0,1,,1,DC,0,0
19,3,1910,0,1,C,C,0,1,,1,CC,1,0
19,3,1924,0,1,C,C,0,1,,1,CC,1,0
19,3,1917,0,0,C,D,1,0,,0,CD,0,0
19,3,1935,0,1,D,D,1,1,,1,DD,0,1
19,3,1916,1,1,C,C,0,0,0,,CC,1,0
19,3,1912,0,1,C,C,0,1,,1,CC,1,0
19,3,1907,0,1,D,C,0,1,,1,DC,0,0
19,3,1930,1,1,C,C,0,0,0,,CC,1,0
19,3,1903,0,0,C,D,1,0,,0,CD,0,0
19,3,1923,0,0,C,D,1,0,,0,CD,0,0
19,3,1918,1,1,C,C,0,0,0,,CC,1,0
19,3,1915,0,1,D,C,0,1,,1,DC,0,0
19,3,1919,0,0,C,D,1,0,,0,CD,0,0
19,3,1902,1,0,D,C,0,1,1,,DC,0,0
19,3,1916,1,1,C,C,0,0,0,,CC,1,0
19,3,1917,0,0,C,D,1,0,,0,CD,0,0
19,3,1935,0,1,D,C,0,1,,1,DC,0,0
19,3,1910,0,1,C,D,1,1,,1,CD,0,0
19,3,1903,0,0,C,D,1,0,,0,CD,0,0
19,3,1912,0,1,C,C,0,1,,1,CC,1,0
19,3,1918,1,1,C,C,0,0,0,,CC,1,0
19,3,1930,1,1,C,C,0,0,0,,CC,1,0
19,3,1934,1,1,C,D,1,0,0,,CD,0,0
19,3,1919,0,0,C,D,1,0,,0,CD,0,0
19,3,1917,0,0,C,D,1,0,,0,CD,0,0
19,3,1935,0,0,D,D,1,0,,0,DD,0,1
19,3,1903,0,0,C,D,1,0,,0,CD,0,0
19,3,1918,1,1,C,D,1,0,0,,CD,0,0
19,3,1916,0,0,C,D,1,0,,0,CD,0,0
19,3,1902,0,0,D,C,0,0,,0,DC,0,0
19,3,1930,1,1,C,C,0,0,0,,CC,1,0
19,3,1934,1,1,C,C,0,0,0,,CC,1,0
19,3,1917,0,1,C,C,0,1,,1,CC,1,0
19,3,1910,0,1,C,C,0,1,,1,CC,1,0
19,3,1903,0,0,C,D,1,0,,0,CD,0,0
19,3,1935,0,1,D,C,0,1,,1,DC,0,0
19,3,1934,1,1,C,D,1,0,0,,CD,0,0
19,3,1902,0,0,D,C,0,0,,0,DC,0,0
19,3,1930,0,1,C,C,0,1,,1,CC,1,0
19,3,1917,0,0,C,D,1,0,,0,CD,0,0
19,3,1918,0,1,C,C,0,1,,1,CC,1,0
19,3,1903,0,1,C,C,0,1,,1,CC,1,0
19,3,1934,1,1,C,D,1,0,0,,CD,0,0
19,3,1902,0,0,D,C,0,0,,0,DC,0,0
19,3,1930,0,1,C,C,0,1,,1,CC,1,0
19,3,1934,0,0,C,C,0,0,,0,CC,1,0
19,3,1918,0,1,C,C,0,1,,1,CC,1,0
19,3,1902,0,0,D,C,0,0,,0,DC,0,0
19,3,1902,0,1,D,D,1,1,,1,DD,0,1
19,3,1934,0,1,C,C,0,1,,1,CC,1,0
19,3,1922,0,1,C,C,0,1,,1,CC,1,0
19,3,1922,0,1,C,C,0,1,,1,CC,1,0
19,3,1922,0,1,C,C,0,1,,1,CC,1,0
19,3,1908,1,1,D,C,0,0,0,,DC,0,0
19,3,1908,1,1,D,C,0,0,0,,DC,0,0
19,3,1908,1,1,D,C,0,0,0,,DC,0,0
19,3,1908,1,1,D,C,0,0,0,,DC,0,0
19,3,1908,1,1,D,D,1,0,0,,DD,0,1
19,3,1908,0,0,D,C,0,0,,0,DC,0,0
19,3,1908,0,0,D,C,0,0,,0,DC,0,0
19,3,1908,0,1,D,C,0,1,,1,DC,0,0
19,4,1903,1,0,C,D,1,1,1,,CD,0,0
19,4,1923,1,1,C,D,1,0,0,,CD,0,0
19,4,1904,1,0,D,D,1,1,1,,DD,0,1
19,4,1927,1,1,D,C,0,0,0,,DC,0,0
19,4,1918,1,1,C,C,0,0,0,,CC,1,0
19,4,1914,1,1,C,C,0,0,0,,CC,1,0
19,4,1910,1,0,C,D,1,1,1,,CD,0,0
19,4,1900,1,1,C,C,0,0,0,,CC,1,0
19,4,1937,1,0,D,C,0,1,1,,DC,0,0
19,4,1903,1,1,C,C,0,0,0,,CC,1,0
19,4,1902,1,1,C,C,0,0,0,,CC,1,0
19,4,1935,1,1,D,C,0,0,0,,DC,0,0
19,4,1923,1,1,C,C,0,0,0,,CC,1,0
19,4,1901,1,1,C,C,0,0,0,,CC,1,0
19,4,1918,1,1,C,C,0,0,0,,CC,1,0
19,4,1904,1,1,D,C,0,0,0,,DC,0,0
19,4,1917,1,1,C,C,0,0,0,,CC,1,0
19,4,1912,1,0,C,D,1,1,1,,CD,0,0
19,4,1914,1,1,C,C,0,0,0,,CC,1,0
19,4,1900,1,0,C,D,1,1,1,,CD,0,0
19,4,1910,1,1,C,C,0,0,0,,CC,1,0
19,4,1927,1,0,D,D,1,1,1,,DD,0,1
19,4,1903,1,1,C,C,0,0,0,,CC,1,0
19,4,1915,1,1,D,D,1,0,0,,DD,0,1
19,4,1937,1,0,D,D,1,1,1,,DD,0,1
19,4,1935,1,1,D,C,0,0,0,,DC,0,0
19,4,1924,1,1,C,C,0,0,0,,CC,1,0
19,4,1923,1,1,C,C,0,0,0,,CC,1,0
19,4,1914,1,0,C,D,1,1,1,,CD,0,0
19,4,1900,1,1,C,C,0,0,0,,CC,1,0
19,4,1904,1,1,D,C,0,0,0,,DC,0,0
19,4,1912,1,0,C,D,1,1,1,,CD,0,0
19,4,1910,0,0,C,D,1,0,,0,CD,0,0
19,4,1901,1,1,C,C,0,0,0,,CC,1,0
19,4,1902,1,1,C,D,1,0,0,,CD,0,0
19,4,1915,1,1,D,C,0,0,0,,DC,0,0
19,4,1927,1,0,D,D,1,1,1,,DD,0,1
19,4,1918,1,0,C,D,1,1,1,,CD,0,0
19,4,1917,1,1,C,C,0,0,0,,CC,1,0
19,4,1935,1,1,D,C,0,0,0,,DC,0,0
19,4,1903,1,1,C,C,0,0,0,,CC,1,0
19,4,1937,1,0,D,D,1,1,1,,DD,0,1
19,4,1900,1,1,C,C,0,0,0,,CC,1,0
19,4,1924,1,1,C,C,0,0,0,,CC,1,0
19,4,1923,1,1,C,D,1,0,0,,CD,0,0
19,4,1914,1,1,C,C,0,0,0,,CC,1,0
19,4,1904,0,0,D,D,1,0,,0,DD,0,1
19,4,1910,0,0,C,D,1,0,,0,CD,0,0
19,4,1901,1,1,C,C,0,0,0,,CC,1,0
19,4,1912,1,1,C,C,0,0,0,,CC,1,0
19,4,1915,1,1,D,C,0,0,0,,DC,0,0
19,4,1917,1,0,C,D,1,1,1,,CD,0,0
19,4,1935,1,1,D,C,0,0,0,,DC,0,0
19,4,1918,1,0,C,D,1,1,1,,CD,0,0
19,4,1927,0,1,D,C,0,1,,1,DC,0,0
19,4,1903,1,0,C,D,1,1,1,,CD,0,0
19,4,1924,1,1,C,C,0,0,0,,CC,1,0
19,4,1900,1,0,C,D,1,1,1,,CD,0,0
19,4,1937,0,1,D,C,0,1,,1,DC,0,0
19,4,1914,1,0,C,D,1,1,1,,CD,0,0
19,4,1923,0,0,C,D,1,0,,0,CD,0,0
19,4,1902,1,1,C,D,1,0,0,,CD,0,0
19,4,1901,0,1,C,C,0,1,,1,CC,1,0
19,4,1912,1,1,C,C,0,0,0,,CC,1,0
19,4,1915,0,1,D,C,0,1,,1,DC,0,0
19,4,1917,1,1,C,C,0,0,0,,CC,1,0
19,4,1903,1,0,C,D,1,1,1,,CD,0,0
19,4,1904,0,0,D,D,1,0,,0,DD,0,1
19,4,1918,1,1,C,C,0,0,0,,CC,1,0
19,4,1935,1,0,D,D,1,1,1,,DD,0,1
19,4,1900,0,1,C,C,0,1,,1,CC,1,0
19,4,1924,0,0,C,D,1,0,,0,CD,0,0
19,4,1927,0,1,D,C,0,1,,1,DC,0,0
19,4,1923,0,1,C,C,0,1,,1,CC,1,0
19,4,1922,1,0,D,D,1,1,1,,DD,0,1
19,4,1919,1,1,D,C,0,0,0,,DC,0,0
19,4,1915,0,1,D,C,0,1,,1,DC,0,0
19,4,1937,0,1,D,C,0,1,,1,DC,0,0
19,4,1918,1,1,C,D,1,0,0,,CD,0,0
19,4,1917,1,1,C,C,0,0,0,,CC,1,0
19,4,1908,1,1,D,C,0,0,0,,DC,0,0
19,4,1903,1,1,C,C,0,0,0,,CC,1,0
19,4,1904,0,1,D,C,0,1,,1,DC,0,0
19,4,1902,1,0,C,D,1,1,1,,CD,0,0
19,4,1901,0,0,C,D,1,0,,0,CD,0,0
19,4,1935,1,1,D,C,0,0,0,,DC,0,0
19,4,1912,0,0,C,D,1,0,,0,CD,0,0
19,4,1924,0,0,C,D,1,0,,0,CD,0,0
19,4,1900,0,1,C,C,0,1,,1,CC,1,0
19,4,1915,0,1,D,D,1,1,,1,DD,0,1
19,4,1919,1,1,D,C,0,0,0,,DC,0,0
19,4,1914,0,1,C,D,1,1,,1,CD,0,0
19,4,1918,1,1,C,C,0,0,0,,CC,1,0
19,4,1922,1,0,D,D,1,1,1,,DD,0,1
19,4,1917,1,1,C,C,0,0,0,,CC,1,0
19,4,1907,1,1,D,D,1,0,0,,DD,0,1
19,4,1901,0,0,C,D,1,0,,0,CD,0,0
19,4,1937,0,0,D,D,1,0,,0,DD,0,1
19,4,1904,0,0,D,D,1,0,,0,DD,0,1
19,4,1912,0,0,C,D,1,0,,0,CD,0,0
19,4,1900,0,1,C,D,1,1,,1,CD,0,0
19,4,1935,1,0,D,D,1,1,1,,DD,0,1
19,4,1924,0,1,C,C,0,1,,1,CC,1,0
19,4,1902,0,1,C,D,1,1,,1,CD,0,0
19,4,1915,0,1,D,D,1,1,,1,DD,0,1
19,4,1908,0,1,D,C,0,1,,1,DC,0,0
19,4,1903,1,1,C,C,0,0,0,,CC,1,0
19,4,1918,0,0,C,D,1,0,,0,CD,0,0
19,4,1919,1,1,D,D,1,0,0,,DD,0,1
19,4,1907,1,1,D,D,1,0,0,,DD,0,1
19,4,1917,0,1,C,C,0,1,,1,CC,1,0
19,4,1915,0,1,D,C,0,1,,1,DC,0,0
19,4,1937,0,0,D,C,0,0,,0,DC,0,0
19,4,1935,0,1,D,C,0,1,,1,DC,0,0
19,4,1903,0,1,C,C,0,1,,1,CC,1,0
19,4,1907,1,1,D,C,0,0,0,,DC,0,0
19,4,1918,0,1,C,C,0,1,,1,CC,1,0
19,4,1902,0,0,C,C,0,0,,0,CC,1,0
19,4,1919,1,1,D,C,0,0,0,,DC,0,0
19,4,1915,0,1,D,D,1,1,,1,DD,0,1
19,4,1937,0,0,D,C,0,0,,0,DC,0,0
19,4,1918,0,1,C,C,0,1,,1,CC,1,0
19,4,1903,0,0,C,D,1,0,,0,CD,0,0
19,4,1935,0,0,D,D,1,0,,0,DD,0,1
19,4,1919,1,1,D,C,0,0,0,,DC,0,0
19,4,1915,0,1,D,C,0,1,,1,DC,0,0
19,4,1902,0,1,C,C,0,1,,1,CC,1,0
19,4,1916,1,1,C,C,0,0,0,,CC,1,0
19,4,1903,0,0,C,D,1,0,,0,CD,0,0
19,4,1908,0,1,D,C,0,1,,1,DC,0,0
19,4,1907,1,1,D,C,0,0,0,,DC,0,0
19,4,1915,0,1,D,C,0,1,,1,DC,0,0
19,4,1919,1,1,D,D,1,0,0,,DD,0,1
19,4,1916,1,1,C,C,0,0,0,,CC,1,0
19,4,1903,0,0,C,D,1,0,,0,CD,0,0
19,4,1907,0,0,D,C,0,0,,0,DC,0,0
19,4,1915,0,1,D,D,1,1,,1,DD,0,1
19,4,1902,0,0,C,D,1,0,,0,CD,0,0
19,4,1908,0,1,D,C,0,1,,1,DC,0,0
19,4,1916,1,1,C,C,0,0,0,,CC,1,0
19,4,1919,0,1,D,D,1,1,,1,DD,0,1
19,4,1934,1,0,C,D,1,1,1,,CD,0,0
19,4,1916,1,1,C,C,0,0,0,,CC,1,0
19,4,1919,0,1,D,D,1,1,,1,DD,0,1
19,4,1902,0,0,C,D,1,0,,0,CD,0,0
19,4,1902,0,0,C,C,0,0,,0,CC,1,0
19,4,1916,0,0,C,D,1,0,,0,CD,0,0
19,4,1916,0,0,C,D,1,0,,0,CD,0,0
19,4,1934,1,0,C,D,1,1,1,,CD,0,0
19,4,1916,0,1,C,C,0,1,,1,CC,1,0
19,4,1908,0,1,D,D,1,1,,1,DD,0,1
19,4,1907,0,1,D,D,1,1,,1,DD,0,1
19,4,1907,0,1,D,C,0,1,,1,DC,0,0
19,4,1934,1,0,C,C,0,1,1,,CC,1,0
19,4,1934,1,0,C,C,0,1,1,,CC,1,0
19,4,1934,0,1,C,C,0,1,,1,CC,1,0
19,4,1934,0,1,C,C,0,1,,1,CC,1,0
19,4,1934,0,1,C,C,0,1,,1,CC,1,0
19,5,1923,1,1,C,C,0,0,0,,CC,1,0
19,5,1910,1,1,D,C,0,0,0,,DC,0,0
19,5,1904,1,1,D,C,0,0,0,,DC,0,0
19,5,1914,1,1,C,D,1,0,0,,CD,0,0
19,5,1903,1,1,C,C,0,0,0,,CC,1,0
19,5,1924,1,0,C,D,1,1,1,,CD,0,0
19,5,1918,1,1,C,D,1,0,0,,CD,0,0
19,5,1917,1,0,C,D,1,1,1,,CD,0,0
19,5,1927,1,1,D,C,0,0,0,,DC,0,0
19,5,1901,1,1,C,C,0,0,0,,CC,1,0
19,5,1923,1,0,C,D,1,1,1,,CD,0,0
19,5,1904,1,0,D,D,1,1,1,,DD,0,1
19,5,1903,1,1,C,C,0,0,0,,CC,1,0
19,5,1924,1,0,C,D,1,1,1,,CD,0,0
19,5,1912,1,1,C,C,0,0,0,,CC,1,0
19,5,1918,1,1,C,C,0,0,0,,CC,1,0
19,5,1917,1,1,C,C,0,0,0,,CC,1,0
19,5,1916,1,1,C,C,0,0,0,,CC,1,0
19,5,1927,1,1,D,C,0,0,0,,DC,0,0
19,5,1935,1,1,D,C,0,0,0,,DC,0,0
19,5,1922,1,1,C,C,0,0,0,,CC,1,0
19,5,1910,1,1,D,C,0,0,0,,DC,0,0
19,5,1901,1,1,C,C,0,0,0,,CC,1,0
19,5,1923,1,1,C,C,0,0,0,,CC,1,0
19,5,1904,1,0,D,D,1,1,1,,DD,0,1
19,5,1924,1,1,C,C,0,0,0,,CC,1,0
19,5,1903,1,0,C,D,1,1,1,,CD,0,0
19,5,1914,1,1,C,C,0,0,0,,CC,1,0
19,5,1918,1,1,C,C,0,0,0,,CC,1,0
19,5,1917,1,0,C,D,1,1,1,,CD,0,0
19,5,1916,1,1,C,C,0,0,0,,CC,1,0
19,5,1912,1,0,C,D,1,1,1,,CD,0,0
19,5,1902,1,1,D,C,0,0,0,,DC,0,0
19,5,1935,1,1,D,C,0,0,0,,DC,0,0
19,5,1901,1,0,C,D,1,1,1,,CD,0,0
19,5,1927,1,0,D,D,1,1,1,,DD,0,1
19,5,1923,1,1,C,C,0,0,0,,CC,1,0
19,5,1918,1,1,C,D,1,0,0,,CD,0,0
19,5,1924,1,1,C,C,0,0,0,,CC,1,0
19,5,1914,1,1,C,C,0,0,0,,CC,1,0
19,5,1917,1,1,C,C,0,0,0,,CC,1,0
19,5,1916,1,0,C,D,1,1,1,,CD,0,0
19,5,1910,1,0,D,D,1,1,1,,DD,0,1
19,5,1903,1,1,C,C,0,0,0,,CC,1,0
19,5,1902,1,0,D,D,1,1,1,,DD,0,1
19,5,1922,1,1,C,C,0,0,0,,CC,1,0
19,5,1904,0,1,D,C,0,1,,1,DC,0,0
19,5,1918,1,1,C,D,1,0,0,,CD,0,0
19,5,1901,1,0,C,D,1,1,1,,CD,0,0
19,5,1923,1,1,C,C,0,0,0,,CC,1,0
19,5,1935,0,1,D,C,0,1,,1,DC,0,0
19,5,1912,1,1,C,C,0,0,0,,CC,1,0
19,5,1917,1,0,C,D,1,1,1,,CD,0,0
19,5,1924,1,0,C,D,1,1,1,,CD,0,0
19,5,1927,0,1,D,C,0,1,,1,DC,0,0
19,5,1916,1,1,C,C,0,0,0,,CC,1,0
19,5,1914,1,1,C,C,0,0,0,,CC,1,0
19,5,1902,1,1,D,C,0,0,0,,DC,0,0
19,5,1910,1,1,D,C,0,0,0,,DC,0,0
19,5,1918,1,1,C,D,1,0,0,,CD,0,0
19,5,1904,0,1,D,C,0,1,,1,DC,0,0
19,5,1903,1,1,C,C,0,0,0,,CC,1,0
19,5,1923,1,1,C,C,0,0,0,,CC,1,0
19,5,1901,1,1,C,C,0,0,0,,CC,1,0
19,5,1935,0,0,D,D,1,0,,0,DD,0,1
19,5,1924,0,1,C,D,1,1,,1,CD,0,0
19,5,1916,1,1,C,C,0,0,0,,CC,1,0
19,5,1917,1,0,C,D,1,1,1,,CD,0,0
19,5,1914,1,1,C,C,0,0,0,,CC,1,0
19,5,1912,1,1,C,C,0,0,0,,CC,1,0
19,5,1902,1,0,D,D,1,1,1,,DD,0,1
19,5,1918,1,1,C,C,0,0,0,,CC,1,0
19,5,1927,0,1,D,C,0,1,,1,DC,0,0
19,5,1900,1,1,D,C,0,0,0,,DC,0,0
19,5,1910,1,0,D,D,1,1,1,,DD,0,1
19,5,1922,0,0,C,D,1,0,,0,CD,0,0
19,5,1923,1,0,C,D,1,1,1,,CD,0,0
19,5,1901,0,0,C,D,1,0,,0,CD,0,0
19,5,1935,0,0,D,D,1,0,,0,DD,0,1
19,5,1916,1,0,C,D,1,1,1,,CD,0,0
19,5,1924,0,1,C,D,1,1,,1,CD,0,0
19,5,1917,1,1,C,C,0,0,0,,CC,1,0
19,5,1903,1,1,C,C,0,0,0,,CC,1,0
19,5,1907,1,1,D,D,1,0,0,,DD,0,1
19,5,1902,1,1,D,C,0,0,0,,DC,0,0
19,5,1918,1,1,C,D,1,0,0,,CD,0,0
19,5,1900,1,1,D,C,0,0,0,,DC,0,0
19,5,1927,0,1,D,C,0,1,,1,DC,0,0
19,5,1901,0,0,C,D,1,0,,0,CD,0,0
19,5,1910,1,0,D,D,1,1,1,,DD,0,1
19,5,1935,0,0,D,D,1,0,,0,DD,0,1
19,5,1917,0,1,C,C,0,1,,1,CC,1,0
19,5,1912,1,0,C,D,1,1,1,,CD,0,0
19,5,1914,0,0,C,D,1,0,,0,CD,0,0
19,5,1903,1,1,C,C,0,0,0,,CC,1,0
19,5,1916,1,0,C,D,1,1,1,,CD,0,0
19,5,1923,0,0,C,D,1,0,,0,CD,0,0
19,5,1907,1,1,D,C,0,0,0,,DC,0,0
19,5,1902,1,1,D,C,0,0,0,,DC,0,0
19,5,1918,0,1,C,C,0,1,,1,CC,1,0
19,5,1922,0,1,C,C,0,1,,1,CC,1,0
19,5,1900,1,1,D,C,0,0,0,,DC,0,0
19,5,1935,0,0,D,D,1,0,,0,DD,0,1
19,5,1907,1,1,D,D,1,0,0,,DD,0,1
19,5,1903,0,0,C,D,1,0,,0,CD,0,0
19,5,1917,0,0,C,D,1,0,,0,CD,0,0
19,5,1918,0,1,C,C,0,1,,1,CC,1,0
19,5,1910,1,0,D,D,1,1,1,,DD,0,1
19,5,1927,0,0,D,D,1,0,,0,DD,0,1
19,5,1923,0,1,C,C,0,1,,1,CC,1,0
19,5,1914,0,0,C,D,1,0,,0,CD,0,0
19,5,1912,0,0,C,D,1,0,,0,CD,0,0
19,5,1902,0,1,D,C,0,1,,1,DC,0,0
19,5,1900,1,1,D,C,0,0,0,,DC,0,0
19,5,1903,0,0,C,D,1,0,,0,CD,0,0
19,5,1918,0,1,C,D,1,1,,1,CD,0,0
